CGPA,TargetCompany,Skills,SkillMatchPct,PlacementProbability,PlacementStatus
8.6,Meta,"Power BI, JavaScript, Azure, Rust",20.0,28.93,Low Chance
5.6,Meta,"JavaScript, Python, Node.js, SQL, React, Scrum, Social Media Tech",100.0,25.24,Low Chance
6.7,Apple,"C#, Express",0.0,2.63,Low Chance
7.8,Microsoft,"C++, Software Design, C#, Azure, Cloud, Rust, TensorFlow, Docker, Express",100.0,50.37,Medium Chance
7.2,Netflix,"C#, Kubernetes, GCP, Data Analysis",0.0,16.73,Low Chance
9.0,Netflix,"C++, Azure, Java, Node.js, Docker",20.0,22.04,Low Chance
7.4,Netflix,"JavaScript, GCP",0.0,12.99,Low Chance
5.4,Apple,"Node.js, Problem Solving, Kubernetes, Deep Learning",0.0,21.39,Low Chance
5.9,Adobe,"Power BI, Jira, JavaScript, PostgreSQL",0.0,32.28,Low Chance
7.2,Amazon,"Deep Learning, Express",0.0,20.02,Low Chance
7.0,Netflix,"Vue.js, Jenkins, JavaScript, AWS, Microservices, Python, Kubernetes, Java, Machine Learning",100.0,31.63,Low Chance
6.3,Meta,"GitHub, Python, Pandas, Angular, React",40.0,30.84,Low Chance
5.4,Apple,"SQL, Kubernetes",0.0,36.15,Low Chance
5.5,Netflix,"Git, AWS, Microservices, Python, C#, Pandas, Angular, Jira, Java, Machine Learning, Docker",100.0,21.95,Low Chance
7.5,Meta,"Scrum, GCP",0.0,36.56,Low Chance
7.4,TCS,"Vue.js, Tableau, JavaScript, Deep Learning, Enterprise Solutions, SQL, React, Java, GCP",100.0,94.38,High Chance
5.0,Apple,"C++, Leadership, AWS, Objective-C, Swift, React, Data Analysis, Angular, Quality Assurance, Communication",100.0,17.4,Low Chance
7.8,Netflix,"AWS, Microservices, Python, Java, Machine Learning",100.0,33.28,Low Chance
7.4,TCS,"JavaScript, TensorFlow, Spring Boot, Enterprise Solutions, SQL, Computer Vision, Swift, Angular, Java, Teamwork, Express",100.0,82.76,High Chance
7.4,Adobe,"UI/UX, C++, Graphics, JavaScript, React, Agile, Java",100.0,1.1,Low Chance
7.9,Infosys,"Python, Spring Boot, SQL, Angular, Flask",25.0,49.69,Medium Chance
5.4,Amazon,"Vue.js, Python, Spring Boot, Jira, Problem Solving",0.0,22.19,Low Chance
8.3,Microsoft,"Leadership, NLP",0.0,31.49,Low Chance
6.5,Netflix,"AWS, Microservices, Python, Java, Machine Learning",100.0,25.41,Low Chance
7.5,Meta,"JavaScript, Python, Node.js, Pandas, React, Social Media Tech",100.0,17.81,Low Chance
7.9,Infosys,"Angular, PyTorch, C++, Django",0.0,42.18,Low Chance
8.0,IBM,"Scikit-Learn, Agile, Communication, Problem Solving, Matplotlib",0.0,43.68,Low Chance
7.8,Meta,"Django, Tableau, GitHub, NumPy, Rust, Java",0.0,45.16,Medium Chance
7.9,Netflix,"Power BI, C++, AWS, Microservices, Python, Kubernetes, Flask, Java, Machine Learning",100.0,32.77,Low Chance
6.5,Amazon,"Power BI, Scalability, C++, Tableau, Leadership, AWS, PostgreSQL, SQL, Rust, Java, TensorFlow",100.0,32.66,Low Chance
8.0,Oracle,"Database Design, Kotlin, SQL, Java, Cloud Architecture, Data Analysis",100.0,92.25,High Chance
6.8,Oracle,"Kotlin, Tableau, AWS, Swift, Java",25.0,8.22,Low Chance
8.7,Meta,"Jenkins, PostgreSQL",0.0,46.3,Medium Chance
6.2,Google,"C++, Docker, NumPy",20.0,17.91,Low Chance
9.1,Google,"Docker, React, Deep Learning",0.0,28.6,Low Chance
8.3,Google,"Power BI, Cassandra, SQL, Deep Learning",0.0,41.14,Low Chance
6.9,Apple,"Rust, Data Analysis",0.0,10.56,Low Chance
9.0,Oracle,"Git, GitHub, Spring Boot, Pandas, Flask",0.0,29.43,Low Chance
7.6,Oracle,"Database Design, Redis, PyTorch, SQL, Java, Cloud Architecture",100.0,84.7,High Chance
9.2,TCS,"TypeScript, JavaScript, Enterprise Solutions, SQL, Angular, Scrum, React, Java, Data Analysis",100.0,96.08,High Chance
8.1,TCS,"Computer Vision, Jenkins",0.0,45.93,Medium Chance
9.7,Infosys,"AWS, Communication, Kubernetes",25.0,38.36,Low Chance
9.8,IBM,"Data Science, AI, GitHub, Python, Cloud, Swift",100.0,88.18,High Chance
10.0,Google,"Spring Boot, Angular",0.0,45.21,Medium Chance
8.6,Microsoft,"Vue.js, Deep Learning, Computer Vision, React, Flask",0.0,43.1,Low Chance
8.3,Microsoft,"C++, Software Design, C#, Azure, Cloud",100.0,97.63,High Chance
6.7,Google,"Vue.js, C++, PyTorch, Pandas, React",20.0,20.73,Low Chance
7.7,Apple,"Cassandra, Jenkins",0.0,15.04,Low Chance
8.8,TCS,"Redis, JavaScript, Spring Boot, Enterprise Solutions, SQL, Pandas, Scrum, Jira, Java, Communication, Express",100.0,77.51,High Chance
6.2,Infosys,"Power BI, TypeScript, C++, C#, React, Java",25.0,12.47,Low Chance
7.5,Infosys,"AWS, C#, PyTorch, Java, Machine Learning",25.0,51.33,Medium Chance
6.4,Microsoft,"Vue.js, Deep Learning, Spring Boot, Angular, Teamwork, Express",0.0,28.23,Low Chance
6.0,Meta,"TypeScript, Terraform, Jenkins",0.0,17.94,Low Chance
8.5,Amazon,"Power BI, Jenkins",0.0,36.23,Low Chance
9.0,IBM,"Agile, MongoDB, Django",0.0,36.91,Low Chance
7.9,Meta,"Power BI, Kotlin, NLP, Python, Swift",20.0,47.87,Medium Chance
6.5,IBM,"TypeScript, Data Science, AI, Python, Cloud, TensorFlow",100.0,16.95,Low Chance
6.8,Apple,"C++, Git, AWS, MySQL, Objective-C, Swift, Quality Assurance, Communication",100.0,19.72,Low Chance
7.9,Google,"Django, Jenkins, Git, C#, Data Analysis",20.0,4.25,Low Chance
9.3,Apple,"C++, Objective-C, Swift, Quality Assurance, Node.js, Communication",100.0,96.96,High Chance
7.5,IBM,"Django, Data Science, AI, AWS, Python, Cloud, Deep Learning, Agile, Docker, Express",100.0,95.62,High Chance
5.6,IBM,"JavaScript, Pandas, Communication, NumPy",0.0,25.69,Low Chance
8.7,Adobe,"UI/UX, Kotlin, C++, Graphics, Tableau, JavaScript, Azure, Python, PyTorch, SQL, Angular, Java",100.0,89.04,High Chance
7.6,TCS,"MongoDB, JavaScript, Docker, PyTorch, Enterprise Solutions, SQL, Jira, Java, Problem Solving, TensorFlow",100.0,97.74,High Chance
8.9,Amazon,"Scalability, MongoDB, Leadership, AWS, Azure, PostgreSQL, SQL, React, Java, Express",100.0,82.14,High Chance
9.0,Infosys,"MongoDB, Jenkins, Computer Vision, React, Node.js",0.0,37.62,Low Chance
8.6,Amazon,"Scalability, Leadership, AWS, SQL, Java",100.0,100.0,High Chance
7.2,Oracle,"Database Design, SQL, Swift, Java, Cloud Architecture",100.0,35.07,Low Chance
9.2,Adobe,"Python, Go, SQL, Cassandra, GCP, TensorFlow",0.0,36.78,Low Chance
8.0,Oracle,"Redis, Scikit-Learn, Jenkins",0.0,33.89,Low Chance
5.6,IBM,"Kotlin, AWS, Python, Go, Computer Vision, Cassandra",25.0,5.44,Low Chance
7.8,Apple,"Agile, PyTorch, Angular, React",0.0,23.41,Low Chance
6.8,Google,"PyTorch, Computer Vision, Docker",0.0,12.95,Low Chance
5.9,Microsoft,"C++, Software Design, NLP, C#, Azure, Cloud, MySQL",100.0,0.67,Low Chance
9.5,Amazon,"Scalability, Leadership, AWS, GitHub, SQL, Scrum, Java, Machine Learning",100.0,100.0,High Chance
6.7,TCS,"Redis, JavaScript, AWS, PostgreSQL, Deep Learning, NumPy, Spring Boot, Enterprise Solutions, SQL, Java, Problem Solving, Express",100.0,87.1,High Chance
8.2,Google,"MongoDB, Algorithms, C++, Teamwork, Python, Deep Learning, Machine Learning, Data Analysis",100.0,45.53,Medium Chance
7.3,Oracle,"GitHub, C#, NLP",0.0,27.77,Low Chance
9.6,Google,"Vue.js, Jenkins",0.0,27.08,Low Chance
7.3,Meta,"Django, JavaScript, Python, Node.js, Rust, React, Social Media Tech, Machine Learning",100.0,18.91,Low Chance
8.5,Microsoft,"C++, Software Design, C#, Azure, Cloud, Deep Learning, GCP, Jira, Java, Machine Learning, Docker, Express",100.0,83.54,High Chance
7.1,IBM,"Jira, GCP",0.0,32.72,Low Chance
7.7,Apple,"C++, NumPy, Objective-C, Swift, Quality Assurance, Communication",100.0,25.86,Low Chance
8.2,Adobe,"UI/UX, MongoDB, C++, Graphics, Java",100.0,76.34,High Chance
8.0,Google,"Kotlin, Algorithms, C++, Jenkins, GitHub, Python, MySQL, Flask, Java, Machine Learning, Data Analysis",100.0,41.74,Low Chance
7.2,IBM,"Data Science, AI, Python, Cloud, PyTorch, Express",100.0,88.32,High Chance
7.1,IBM,"Machine Learning, PostgreSQL, Git",0.0,46.13,Medium Chance
7.8,TCS,"JavaScript, Enterprise Solutions, SQL, Scrum, Java",100.0,85.79,High Chance
6.5,Microsoft,"Power BI, Deep Learning, Problem Solving, Computer Vision, Docker, TensorFlow",0.0,13.64,Low Chance
6.7,Infosys,"Tableau, Pandas, Kubernetes",0.0,44.07,Low Chance
9.0,TCS,"Spring Boot, Terraform, React",0.0,30.56,Low Chance
8.4,IBM,"Java, Pandas",0.0,50.49,Medium Chance
7.9,Microsoft,"Jenkins, NumPy, Scrum, Terraform, Communication",0.0,46.8,Medium Chance
5.8,Google,"Algorithms, C++, Python, Rust, Machine Learning, Data Analysis",100.0,25.13,Low Chance
8.4,Amazon,"Power BI, Python, NumPy, MySQL, PostgreSQL, React",0.0,42.61,Low Chance
6.6,Netflix,"NumPy, PostgreSQL",0.0,28.58,Low Chance
6.4,Amazon,"C++, Python, MySQL, Pandas, Scrum, Communication",0.0,18.28,Low Chance
7.1,Apple,"Leadership, GCP, Rust, React, Docker",0.0,38.11,Low Chance
6.3,Meta,"Terraform, Computer Vision",0.0,28.81,Low Chance
5.0,IBM,"Kotlin, Data Science, AI, GitHub, JavaScript, Python, Cloud, Rust",100.0,22.34,Low Chance
7.8,Microsoft,"Terraform, Machine Learning, Django, NLP",0.0,45.25,Medium Chance
6.3,Apple,"C++, Teamwork, PostgreSQL, Objective-C, Swift, Quality Assurance, Communication",100.0,17.18,Low Chance
6.6,Google,"Algorithms, C++, Django, Git, Python, Pandas, Machine Learning, Data Analysis",100.0,26.64,Low Chance
7.6,Microsoft,"C++, Jenkins, Software Design, C#, Azure, Cloud, Kubernetes, Docker, Machine Learning, Problem Solving",100.0,38.08,Low Chance
6.9,Google,"Kotlin, Redis, Scikit-Learn, Data Analysis, Communication, Matplotlib",20.0,34.19,Low Chance
5.8,TCS,"Agile, Node.js, Matplotlib",0.0,16.76,Low Chance
6.9,Netflix,"Power BI, JavaScript, AWS, Microservices, Python, Computer Vision, Agile, Java, Machine Learning",100.0,28.66,Low Chance
9.3,Netflix,"C++, AWS, Microservices, Python, Java, Machine Learning",100.0,77.33,High Chance
7.0,Netflix,"C++, AWS, Microservices, Python, Java, Machine Learning",100.0,12.52,Low Chance
6.0,Google,"Kotlin, TypeScript, Algorithms, C++, Jenkins, GitHub, Python, PyTorch, Swift, Machine Learning, Data Analysis, Express",100.0,22.36,Low Chance
7.1,IBM,"TypeScript, Data Science, AI, Python, Cloud, Pandas, Flask, Scrum, Node.js, Communication",100.0,100.0,High Chance
6.8,IBM,"Tableau, Problem Solving",0.0,14.42,Low Chance
6.6,TCS,"Cassandra, SQL",25.0,38.02,Low Chance
7.8,Google,"MongoDB, Algorithms, C++, Scikit-Learn, Python, NumPy, PostgreSQL, Rust, Angular, Machine Learning, Data Analysis",100.0,8.43,Low Chance
7.1,Oracle,"AWS, Azure, Python, React, Agile, Docker",0.0,39.26,Low Chance
9.6,Apple,"C++, Objective-C, Swift, Quality Assurance, Communication",100.0,100.0,High Chance
9.4,Google,"Algorithms, C++, NLP, Python, Spring Boot, Machine Learning, Data Analysis, Problem Solving",100.0,90.6,High Chance
7.2,Infosys,"TypeScript, Express, Web Development, SQL, TensorFlow, Java, Communication, GCP, Matplotlib",100.0,76.71,High Chance
8.8,TCS,"JavaScript, Leadership, Enterprise Solutions, SQL, Computer Vision, Scrum, Java, Teamwork, Problem Solving, Express",100.0,91.55,High Chance
6.3,Apple,"C++, Jenkins, Data Analysis, SQL, Objective-C, Swift, Rust, TensorFlow, Quality Assurance, Communication, Matplotlib",100.0,1.26,Low Chance
8.4,Adobe,"Vue.js, JavaScript, Python, Go, Jira, Communication",0.0,33.33,Low Chance
6.8,Google,"Power BI, Algorithms, C++, Python, Go, Communication, MySQL, Machine Learning, Data Analysis, GCP",100.0,20.3,Low Chance
7.6,Amazon,"Cassandra, TypeScript, Express, Matplotlib",0.0,48.42,Medium Chance
6.4,TCS,"Power BI, Redis, JavaScript, Kubernetes, Enterprise Solutions, SQL, Pandas, React, Agile, Java, Terraform, Matplotlib",100.0,34.34,Low Chance
8.0,Amazon,"Power BI, Scalability, MongoDB, Leadership, AWS, Python, PostgreSQL, SQL, Scrum, Java",100.0,90.12,High Chance
7.4,TCS,"JavaScript, GitHub, Enterprise Solutions, SQL, Java",100.0,95.72,High Chance
6.1,Google,"Django, MySQL, Angular, Computer Vision, TensorFlow",0.0,7.71,Low Chance
8.2,Apple,"C++, Git, Tableau, Python, NumPy, MySQL, Objective-C, Swift, Quality Assurance, Communication",100.0,50.43,Medium Chance
8.3,Netflix,"Redis, Rust, Kubernetes, Matplotlib",0.0,48.97,Medium Chance
8.2,Netflix,"TypeScript, AWS, Microservices, Python, Cassandra, Java, Machine Learning",100.0,89.4,High Chance
6.2,IBM,"GitHub, SQL",0.0,18.75,Low Chance
7.4,Apple,"SQL, Rust, GCP, Express",0.0,31.93,Low Chance
8.2,Meta,"Scikit-Learn, JavaScript, Leadership, Python, Node.js, Go, PyTorch, Angular, React, Computer Vision, Social Media Tech",100.0,88.37,High Chance
6.0,Netflix,"MongoDB, Jenkins, AWS, Data Analysis, Communication",20.0,15.79,Low Chance
9.1,Oracle,"Power BI, Database Design, Django, Tableau, NumPy, Kubernetes, SQL, Agile, Jira, Java, Cloud Architecture, Docker",100.0,90.32,High Chance
5.6,Meta,"MongoDB, TypeScript, JavaScript, Leadership, Python, Node.js, Spring Boot, React, Social Media Tech, Matplotlib",100.0,26.58,Low Chance
6.3,Meta,"TypeScript, Redis, JavaScript, GitHub, Python, Node.js, Communication, React, Cassandra, Social Media Tech, Data Analysis",100.0,21.53,Low Chance
8.4,Adobe,"Machine Learning, C++",25.0,24.58,Low Chance
5.5,TCS,"Redis, Express, Go",0.0,23.12,Low Chance
6.3,Oracle,"Database Design, Kotlin, Python, SQL, Java, Cloud Architecture",100.0,25.4,Low Chance
8.5,Adobe,"TypeScript, Tableau, Azure, Cassandra, Problem Solving",0.0,28.45,Low Chance
7.4,Meta,"Redis, Rust, Deep Learning, Data Analysis",0.0,19.74,Low Chance
5.4,TCS,"NumPy, SQL, Rust, React, Jira, Node.js",25.0,11.7,Low Chance
8.3,TCS,"Tableau, MySQL, Machine Learning, Express",0.0,37.02,Low Chance
9.6,Adobe,"UI/UX, Vue.js, C++, Graphics, GitHub, SQL, Angular, Java, Communication",100.0,73.46,Medium Chance
8.3,Infosys,"Machine Learning, MongoDB",0.0,46.32,Medium Chance
9.2,Netflix,"Scikit-Learn, Go, Angular, Node.js, Data Analysis",0.0,45.84,Medium Chance
6.1,TCS,"Tableau, JavaScript, C#, Deep Learning, NumPy, Enterprise Solutions, SQL, Cassandra, Java, Node.js, GCP",100.0,29.69,Low Chance
8.4,Oracle,"Cassandra, Vue.js, Redis, Power BI",0.0,35.43,Low Chance
8.1,Oracle,"Java, Jenkins, Scrum",25.0,40.73,Low Chance
6.9,Amazon,"Vue.js, Matplotlib, TensorFlow",0.0,19.92,Low Chance
8.2,Amazon,"Scalability, Vue.js, Scikit-Learn, NLP, Leadership, AWS, Azure, SQL, Scrum, Java, Communication, Express",100.0,81.79,High Chance
6.2,Apple,"C++, Objective-C, Swift, Quality Assurance, Communication, Docker",100.0,16.85,Low Chance
7.8,Google,"Algorithms, C++, Scikit-Learn, Python, Rust, Machine Learning, Data Analysis, Matplotlib",100.0,0.41,Low Chance
8.0,Infosys,"Power BI, TypeScript, Teamwork, Deep Learning, Web Development, SQL, Rust, Scrum, Java, Communication",100.0,81.38,High Chance
7.4,Adobe,"UI/UX, Redis, C++, Graphics, NLP, JavaScript, Java, Problem Solving",100.0,15.37,Low Chance
9.2,Infosys,"C++, Computer Vision, React, TensorFlow, Matplotlib",0.0,25.7,Low Chance
8.0,IBM,"Redis, Angular, Swift, Jira, Data Analysis, Problem Solving",0.0,47.36,Medium Chance
9.3,Adobe,"UI/UX, Vue.js, C++, Graphics, Java, Machine Learning",100.0,95.81,High Chance
7.7,IBM,"PyTorch, AWS, Deep Learning, Go",0.0,41.42,Low Chance
7.9,Google,"Algorithms, C++, Python, Machine Learning, Data Analysis",100.0,12.18,Low Chance
7.7,Amazon,"Scalability, Django, Leadership, AWS, GitHub, Kubernetes, PyTorch, SQL, Scrum, Agile, Jira, Java",100.0,44.57,Low Chance
8.0,Microsoft,"Power BI, C++, Jenkins, Software Design, JavaScript, C#, Azure, Cloud, Deep Learning, Agile",100.0,94.04,High Chance
8.0,Infosys,"C#, NumPy, MySQL, Web Development, SQL, Java, Communication",100.0,84.95,High Chance
6.2,Meta,"C++, Tableau, Swift, Matplotlib, Jira, TensorFlow",0.0,6.03,Low Chance
8.0,Netflix,"AWS, Microservices, Python, Java, Machine Learning",100.0,74.89,Medium Chance
7.1,Adobe,"UI/UX, C++, Graphics, C#, Python, Java",100.0,7.61,Low Chance
6.3,TCS,"MongoDB, JavaScript, Enterprise Solutions, SQL, Agile, Java, TensorFlow",100.0,39.47,Low Chance
7.7,Adobe,"UI/UX, C++, Graphics, NLP, Git, Leadership, Spring Boot, SQL, Java, Teamwork",100.0,52.87,Medium Chance
7.9,Oracle,"Database Design, Jenkins, JavaScript, PostgreSQL, Node.js, SQL, Java, Cloud Architecture, Terraform, Problem Solving, Matplotlib",100.0,100.0,High Chance
8.2,TCS,"Kotlin, Redis, Kubernetes, Go, Scrum, Agile",0.0,15.92,Low Chance
8.2,IBM,"Data Science, AI, Python, Cloud, Spring Boot, GCP, Matplotlib",100.0,86.29,High Chance
9.2,Adobe,"UI/UX, C++, Graphics, React, Java, GCP",100.0,87.51,High Chance
9.1,Adobe,"UI/UX, C++, Graphics, Python, Pandas, Jira, Java, TensorFlow",100.0,82.58,High Chance
7.8,Oracle,"Database Design, Leadership, Azure, SQL, Cassandra, Java, Cloud Architecture",100.0,87.56,High Chance
6.9,Google,"Teamwork, NumPy, Rust",0.0,25.64,Low Chance
8.6,Amazon,"Power BI, Scalability, Leadership, AWS, JavaScript, C#, SQL, Jira, Java, GCP",100.0,92.25,High Chance
6.9,Infosys,"AWS, NumPy, Web Development, SQL, Angular, Java, Communication",100.0,93.05,High Chance
7.7,IBM,"Data Science, AI, Python, Cloud, PostgreSQL, Swift, Flask, GCP",100.0,75.87,High Chance
6.7,Oracle,"Java, Cloud Architecture, Database Design, SQL",100.0,6.02,Low Chance
7.8,IBM,"C++, Data Science, AI, Python, Cloud, NumPy, Spring Boot, Jira, Docker",100.0,86.93,High Chance
7.4,Oracle,"Docker, Kotlin, Azure, React",0.0,24.92,Low Chance
6.0,Netflix,"JavaScript, AWS, Microservices, Python, Deep Learning, NumPy, Agile, Java, Machine Learning, Problem Solving",100.0,16.18,Low Chance
8.1,Microsoft,"Power BI, Kotlin, MongoDB, NLP, Angular, Data Analysis",0.0,38.95,Low Chance
6.6,Oracle,"Database Design, Azure, SQL, Java, Cloud Architecture",100.0,10.54,Low Chance
7.1,Meta,"TypeScript, NLP, JavaScript, AWS, Python, Node.js, React, Flask, Social Media Tech, Data Analysis",100.0,1.46,Low Chance
6.9,Meta,"Kotlin, NLP, Computer Vision, React, Machine Learning",20.0,22.2,Low Chance
6.1,Meta,"JavaScript, Python, Node.js, React, Social Media Tech",100.0,33.68,Low Chance
7.3,Microsoft,"Redis, C++, Jenkins, Software Design, JavaScript, C#, Azure, Cloud, PyTorch",100.0,8.28,Low Chance
7.8,Infosys,"Git, PostgreSQL, Web Development, SQL, Computer Vision, Flask, Java, Terraform, Communication, Express",100.0,91.05,High Chance
7.6,IBM,"MongoDB, JavaScript, Pandas, Machine Learning, Data Analysis",0.0,30.58,Low Chance
8.3,Meta,"MongoDB, NumPy, MySQL",0.0,38.62,Low Chance
7.6,IBM,"JavaScript, Go, MySQL, PyTorch, Scrum, Matplotlib",0.0,57.44,Medium Chance
7.7,Infosys,"Jenkins, Leadership, Kubernetes, MySQL, Matplotlib, Express",0.0,27.67,Low Chance
7.6,Microsoft,"C++, Software Design, Tableau, Leadership, C#, Azure, Cloud, Kubernetes, Java, Machine Learning, Matplotlib",100.0,28.18,Low Chance
8.6,Oracle,"Database Design, Kotlin, C#, SQL, Angular, Java, Cloud Architecture",100.0,85.32,High Chance
8.0,Amazon,"Leadership, Angular",20.0,30.88,Low Chance
7.9,Oracle,"Database Design, MongoDB, Scikit-Learn, NLP, Node.js, Go, Spring Boot, SQL, Swift, Java, Cloud Architecture, Docker",100.0,76.13,High Chance
8.4,Apple,"Redis, C++, NLP, Git, Objective-C, Swift, Quality Assurance, Communication",100.0,15.81,Low Chance
9.3,Apple,"Agile, Node.js, MongoDB",0.0,53.53,Medium Chance
6.6,Microsoft,"Redis, C++, Django, NLP, Spring Boot, Rust",20.0,19.28,Low Chance
6.5,Netflix,"PyTorch, Python, Scrum, TensorFlow",20.0,19.4,Low Chance
5.4,Google,"Redis, Algorithms, C++, GitHub, Python, Go, Pandas, Machine Learning, Data Analysis, Problem Solving",100.0,16.26,Low Chance
8.5,Adobe,"UI/UX, TypeScript, C++, Graphics, Django, Python, Java, TensorFlow",100.0,77.06,High Chance
5.3,Oracle,"Power BI, Computer Vision",0.0,33.5,Low Chance
6.7,TCS,"JavaScript, Go, Spring Boot, SQL, Pandas",50.0,69.27,Medium Chance
7.3,Infosys,"Communication, NumPy, Matplotlib",25.0,36.32,Low Chance
7.0,Google,"Docker, Spring Boot, Azure, Deep Learning",0.0,24.05,Low Chance
7.0,Apple,"C++, Objective-C, Swift, Quality Assurance, Communication",100.0,27.1,Low Chance
7.7,Infosys,"Kotlin, SQL, Pandas, Cassandra, Communication, Matplotlib",50.0,79.23,High Chance
9.7,Amazon,"Scalability, Leadership, AWS, SQL, Java",100.0,89.86,High Chance
7.2,Google,"Power BI, Algorithms, C++, NLP, Python, Scrum, Agile, Machine Learning, Data Analysis, TensorFlow",100.0,19.99,Low Chance
6.5,IBM,"Power BI, Data Science, AI, Python, Cloud, Deep Learning, Angular, React, Cassandra, TensorFlow",100.0,54.44,Medium Chance
6.8,IBM,"GitHub, Teamwork, React",0.0,14.23,Low Chance
8.6,Google,"Algorithms, C++, Leadership, Python, Machine Learning, Data Analysis",100.0,96.16,High Chance
5.9,Google,"Power BI, Kubernetes, Spring Boot, Problem Solving, Docker",0.0,20.13,Low Chance
7.7,Infosys,"C++, Data Analysis",0.0,28.08,Low Chance
8.0,Google,"Algorithms, C++, Scikit-Learn, Jenkins, Python, NumPy, SQL, Cassandra, Agile, Machine Learning, Data Analysis",100.0,45.77,Medium Chance
6.5,Apple,"Kotlin, C++, Python, Kubernetes, Objective-C, Swift, React, Data Analysis, Quality Assurance, Communication",100.0,29.23,Low Chance
5.3,Microsoft,"Terraform, Node.js, Machine Learning, Flask",0.0,23.74,Low Chance
7.7,Apple,"C++, Git, Leadership, Java, Objective-C, Swift, Quality Assurance, Communication, Docker",100.0,8.78,Low Chance
8.1,Microsoft,"C++, Software Design, JavaScript, C#, Azure, Cloud, MySQL, Matplotlib",100.0,91.84,High Chance
6.4,Oracle,"Teamwork, Leadership, Rust, Jenkins",0.0,20.06,Low Chance
7.8,Microsoft,"C++, Software Design, AWS, C#, Azure, Cloud",100.0,51.62,Medium Chance
6.6,Amazon,"Scalability, C++, NLP, Leadership, AWS, PyTorch, SQL, Computer Vision, Java",100.0,20.68,Low Chance
5.9,Microsoft,"Power BI, Git, AWS, MySQL, PyTorch, Matplotlib",0.0,17.14,Low Chance
8.0,Microsoft,"Spring Boot, Scrum, Git",0.0,51.97,Medium Chance
5.8,Microsoft,"C++, Software Design, NLP, JavaScript, C#, Azure, Cloud, Pandas, Rust, Machine Learning",100.0,7.42,Low Chance
8.3,Amazon,"Scalability, Django, Leadership, AWS, NumPy, Deep Learning, SQL, Java, Machine Learning, Matplotlib",100.0,92.58,High Chance
7.6,Netflix,"AWS, Microservices, Python, Rust, Java, Machine Learning",100.0,43.39,Low Chance
5.5,Microsoft,"JavaScript, TypeScript, Computer Vision",0.0,5.77,Low Chance
8.0,Google,"C++, Deep Learning",20.0,21.25,Low Chance
7.1,Google,"PyTorch, AWS, Pandas, Rust",0.0,37.03,Low Chance
9.6,Infosys,"Tableau, Python, Spring Boot, SQL, Cassandra",25.0,38.63,Low Chance
9.5,Oracle,"Database Design, Kotlin, Django, Leadership, SQL, Angular, Java, Cloud Architecture, Express",100.0,86.8,High Chance
6.0,Apple,"Vue.js, GitHub, NumPy, Swift, Node.js",20.0,24.35,Low Chance
6.4,IBM,"Django, Data Science, C++, AI, JavaScript, AWS, Python, Cloud, Deep Learning, Docker, GCP",100.0,25.54,Low Chance
6.9,Amazon,"Kotlin, MongoDB, C++, Jenkins, Spring Boot",0.0,12.5,Low Chance
6.8,TCS,"Leadership, Swift, Scrum, Matplotlib",0.0,37.98,Low Chance
6.2,TCS,"Django, JavaScript, Enterprise Solutions, SQL, Scrum, Flask, Jira, Java, Node.js, Communication",100.0,25.24,Low Chance
8.4,Amazon,"JavaScript, C++",0.0,50.33,Medium Chance
5.8,Meta,"JavaScript, Python, Node.js, MySQL, React, Social Media Tech",100.0,25.5,Low Chance
5.7,Adobe,"UI/UX, C++, Graphics, Django, JavaScript, PostgreSQL, Java, Terraform, Data Analysis, Problem Solving",100.0,28.24,Low Chance
9.2,Apple,"Swift, Azure, Communication",40.0,48.45,Medium Chance
7.4,Google,"Tableau, C#, PostgreSQL, Java, Teamwork, Problem Solving",0.0,28.18,Low Chance
7.9,IBM,"Redis, GitHub, Computer Vision, Communication, GCP",0.0,30.01,Low Chance
7.8,Adobe,"UI/UX, C++, Graphics, JavaScript, Python, PostgreSQL, Go, Pandas, Angular, Java, Problem Solving, TensorFlow",100.0,35.74,Low Chance
5.3,TCS,"JavaScript, Python, PostgreSQL, Enterprise Solutions, SQL, Agile, Java, Communication",100.0,18.93,Low Chance
7.5,Microsoft,"TypeScript, PyTorch, SQL, Flask, Jira, Matplotlib",0.0,24.28,Low Chance
7.9,Apple,"Spring Boot, Deep Learning",0.0,4.04,Low Chance
9.1,Adobe,"UI/UX, TypeScript, C++, Graphics, Django, Pandas, Jira, Java, Matplotlib",100.0,100.0,High Chance
8.0,Adobe,"UI/UX, C++, Graphics, Git, Java",100.0,89.97,High Chance
6.6,Oracle,"GitHub, Kubernetes, Java",25.0,18.42,Low Chance
9.8,Adobe,"UI/UX, C++, Graphics, Jenkins, Tableau, MySQL, Java, Terraform",100.0,95.17,High Chance
9.2,Netflix,"Django, AWS, Microservices, Python, Deep Learning, Azure, Java, Machine Learning, Matplotlib",100.0,82.71,High Chance
7.8,Netflix,"Scikit-Learn, Jenkins, Jira, Machine Learning, GCP, TensorFlow",20.0,41.48,Low Chance
5.5,Netflix,"AWS, Microservices, Python, NumPy, PostgreSQL, Pandas, Java, Machine Learning, Communication, Docker",100.0,19.26,Low Chance
7.6,Amazon,"Scalability, Leadership, AWS, SQL, Scrum, Java",100.0,22.96,Low Chance
10.0,Google,"Swift, Flask",0.0,51.36,Medium Chance
9.3,IBM,"Tableau, Terraform, Kubernetes, Go",0.0,30.94,Low Chance
